iter	Passed	Remaining
0	5	191
1	9	161
2	14	153
3	20	159
4	24	148
5	28	139
6	35	142
7	41	139
8	45	131
9	51	128
10	56	123
11	62	119
12	69	116
13	75	113
14	79	106
15	84	100
16	89	94
17	93	88
18	98	82
19	102	77
20	107	71
21	112	66
22	117	61
23	121	55
24	126	50
25	130	45
26	132	39
27	136	34
28	140	29
29	144	24
30	150	19
31	154	14
32	158	9
33	163	4
34	168	0
